input_text,target_text
"context: अधिकांश शिकारी-एकत्रक खानाबदोश या अर्ध-गोताखोर होते हैं और अस्थायी बस्तियों में रहते हैं।मोबाइल समुदाय आमतौर पर असंगत निर्माण सामग्री का उपयोग करके आश्रयों का निर्माण करते हैं, या वे प्राकृतिक रॉक आश्रयों का उपयोग कर सकते हैं, जहां वे उपलब्ध हैं।",question: शिकारी-एकत्रित बस्तियों की स्थायित्व क्या है? answer: अस्थायी
"context: जियांग्सु प्रांत कुन ओपेरा चीन की सबसे पुरानी मंच कला कुनक के लिए सबसे अच्छे थिएटरों में से एक है।इसे एक रूढ़िवादी और पारंपरिक मंडली माना जाता है।नानजिंग में यांग, यू (शॉक्सिंग), शी और जिंग (चीनी ओपेरा किस्मों) के साथ -साथ सूज़ौ पिंगटन, स्पोकन थिएटर और पपेट थिएटर के लिए पेशेवर ओपेरा मंडली भी हैं।",question: कुनक के लिए सबसे अच्छे थिएटरों में से एक क्या है? answer: जियांग्सु प्रांत कुन ओपेरा
"context: मुक्ति की अवधारणा (निर्व)-बौद्ध पथ का लक्ष्य-वास्तविकता की प्रकृति की एक मौलिक गलतफहमी या गलत धारणा, अज्ञानता (अविद्या) पर काबू पाने से निकटता से संबंधित है।स्वयं और सभी घटनाओं की सच्ची प्रकृति को जागृत करने में, जो क्लिंगिंग की वस्तुओं के लिए विवाद विकसित करता है, और पीड़ित (दुक्खा) और लगातार पुनर्जन्म (सशरा) के चक्र से मुक्त होता है।यह अंत करने के लिए, बुद्ध ने अस्तित्व के तीन अंकों की विशेषता के रूप में चीजों को देखने की सिफारिश की।",question: बुद्ध ने अस्तित्व के कितने अंकों से बात देखने की सिफारिश की? answer: तीन
"context: 1949 में, फ्रांस ने 819 लाइन्स सिस्टम (737 सक्रिय लाइनों के साथ) के साथ अपने प्रसारण की शुरुआत की।सिस्टम केवल मोनोक्रोम था, और पहले फ्रेंच टीवी चैनल के लिए केवल वीएचएफ पर इस्तेमाल किया गया था।इसे 1983 में बंद कर दिया गया था।",question: फ्रांस ने किस वर्ष का उपयोग और 819 लाइन सिस्टम का उपयोग करना शुरू किया? answer: 1949
"context: भूवैज्ञानिक रूप से, प्लायमाउथ में चूना पत्थर, डेवोनियन स्लेट, ग्रेनाइट और मध्य डेवोनियन चूना पत्थर का मिश्रण है।प्लायमाउथ साउंड, शोर्स और क्लिफ्स अपने भूविज्ञान के कारण विशेष वैज्ञानिक रुचि का एक स्थल है।शहर के थोक को ऊपरी डेवोनियन स्लेट्स और शैल्स पर बनाया गया है और प्लायमाउथ साउंड के प्रवेश द्वार पर हेडलैंड्स निचले डेवोनियन स्लेट्स से बनते हैं, जो समुद्र की शक्ति का सामना कर सकते हैं।","question: प्लायमाउथ ध्वनि, तटों और चट्टानों के पास क्या विशेष पदनाम है? answer: विशेष वैज्ञानिक हित स्थल"
"context: डब्ल्यू 122 वीं स्ट्रीट सेमिनरी रो एम्स्टर्डम एवेन्यू (दसवीं एवेन्यू) के चौराहे से तीन ब्लॉक (1,500 फीट (460 मीटर)) पश्चिम में चलती है और रिवरसाइड ड्राइव के चौराहे पर समाप्त होती है।एम्स्टर्डम के पूर्व में, सेमिनरी पंक्ति मोर्निंगसाइड पार्क के साथ दक्षिण में झुकती है और इसे मॉर्निंगसाइड ड्राइव (नौवें एवेन्यू) के रूप में इस्तीफा दे दिया गया है।सेमिनरी पंक्ति मोर्निंगसाइड हाइट्स, कोलंबिया विश्वविद्यालय के आसपास के जिले में चलती है, और ब्रॉडवे और क्लेयरमोंट एवेन्यू के कुछ हिस्सों को पार करती है।",question: डब्ल्यू 122 वीं स्ट्रीट एंड किस चौराहे पर? answer: रिवरसाइड ड्राइव
"context: तुवालु के लोगों की उत्पत्ति को लगभग 3000 साल पहले शुरू होने वाले प्रशांत में प्रवास के बारे में सिद्धांतों में संबोधित किया गया है।पूर्व-यूरोपीय-संपर्क समय के दौरान समोआ और टोंगा सहित निकट द्वीपों के बीच लगातार डोंगी की यात्रा की जाती थी।तुवालु के नौ द्वीपों में से आठ निवास थे;इस प्रकार, तुवालु, का अर्थ है, तुवालुआन में ""आठ एक साथ खड़ा है"" (प्रोटो-ऑस्ट्रोन्सियन में *वॉलो का अर्थ ""आठ"" की तुलना करें)।नानुमंगा की गुफाओं में आग के संभावित सबूत हजारों वर्षों तक मानव व्यवसाय का संकेत दे सकते हैं।",question: प्रशांत द्वीपों के बीच लोकल लोग किस तरह से यात्रा करते थे? answer: डोंगी
"context: अनीता बेकर, साडे, रेजिना बेले, और लूथर वैंड्रॉस उन कलाकारों के अन्य उदाहरण हैं जो मुख्यधारा के एसी, शहरी एसी और चिकनी जैज़ श्रोताओं के लिए अपील करते हैं।कुछ नरम एसी और शहरी एसी स्टेशन सप्ताहांत पर चिकनी जैज़ खेलना पसंद करते हैं।हाल के वर्षों में, युवा श्रोताओं को लुभाने के प्रयास के रूप में, चिकनी जैज़ प्रारूप को चिकनी एसी में बदल दिया गया है।",question: चिकनी जाज प्रारूप के लिए एक और हालिया नाम क्या है? answer: चिकनी एसी
"context: जर्मन उपनिवेशण से पहले की अवधि में, समोआ ने ज्यादातर कोपरा का उत्पादन किया।जर्मन व्यापारी और बसने वाले बड़े पैमाने पर वृक्षारोपण संचालन और नए उद्योगों को विकसित करने में सक्रिय थे, विशेष रूप से कोकोआ बीन और रबर, चीन और मेलानेशिया के आयातित मजदूरों पर निर्भर थे।जब प्राकृतिक रबर का मूल्य काफी गिर गया, तो महान युद्ध (प्रथम विश्व युद्ध) के अंत के बारे में, न्यूजीलैंड सरकार ने केले के उत्पादन को प्रोत्साहित किया, जिसके लिए न्यूजीलैंड में एक बड़ा बाजार है। [प्रशस्ति पत्र की आवश्यकता]","question: मेलानेशिया के अलावा, किस देश ने समोआ में कोको और रबर वृक्षारोपण के लिए कई श्रमिकों को भेजा? answer: चीन"
"context: GSM एसोसिएशन (GSMA) ने 17 फरवरी 2009 को सूट का पालन किया, और 22 अप्रैल 2009 को, यह CTIA-द वायरलेस एसोसिएशन द्वारा इंटरनेशनल टेलीकम्यूनिकेशन यूनियन (ITU) के साथ 22 अक्टूबर 2009 को घोषणा की गई थी।इसके अलावा एक 4-स्टार या उच्च दक्षता रेटिंग शामिल है-एक अनएडेड चार्जर की तुलना में तीन गुना अधिक ऊर्जा-कुशल तक। """,question: CTIA द्वारा इसका और समर्थन कब किया गया था? answer: 22-Apr-09
"context: हाल ही में मर्सर के 2015 के वार्षिक गुणवत्ता वाले सर्वेक्षण में, नई दिल्ली खराब वायु गुणवत्ता और प्रदूषण के कारण 230 शहरों में से 154 नंबर पर रैंक करती है।विश्व स्वास्थ्य संगठन ने 2014 में दुनिया के लगभग 1,600 शहरों के बीच दुनिया के सबसे खराब प्रदूषित शहर के रूप में नई दिल्ली को स्थान दिया, जो संगठन ने दुनिया भर में ट्रैक किया था।",question: मर्सर की 2015 की गुणवत्ता में नई दिल्ली की रैंक क्या है? answer: 154
"context: संपीड़न एक ध्वनि के कुछ हिस्सों की सटीकता को कम करके काम करता है जो कि अधिकांश लोगों की श्रवण संकल्प क्षमता से परे माना जाता है।इस विधि को आमतौर पर अवधारणात्मक कोडिंग के रूप में जाना जाता है।यह मानव सुनवाई के लिए कम श्रव्य घटकों की सटीकता को छोड़ने या कम करने के लिए मनोविश्लेषण मॉडल का उपयोग करता है, और फिर शेष जानकारी को एक कुशल तरीके से रिकॉर्ड करता है।",question: गीत में संपीड़न लक्ष्य क्या है? answer: शुद्धता
"context: कपड़े या फाइबर सामग्री का उपयोग किया जाता है, राल सामग्री, और राल अनुपात के लिए कपड़ा टुकड़े टुकड़े के प्रकार के पदनाम (FR-4, CEM-1, G-10, आदि) को निर्धारित करता है और इसलिए उत्पन्न टुकड़े टुकड़े की विशेषताएं उत्पन्न होती हैं।महत्वपूर्ण विशेषताएं वह स्तर हैं जिनसे टुकड़े टुकड़े अग्निशामक है, ढांकता हुआ स्थिरांक (ईआर), हानि कारक (टी,), तन्यता ताकत, कतरनी शक्ति, ग्लास संक्रमण तापमान (टीजी), और जेड-अक्ष विस्तार गुणांक (तापमान के साथ मोटाई कितनी बदलती है)।","question: एक टुकड़े टुकड़े का कौन सा तत्व कपड़े से राल अनुपात में, अन्य चीजों के बीच नामित किया गया है? answer: टाइप पदनाम"
"context: 2007 में, जापानी बौद्ध संगठन निप्पोनजान मायोहोजी ने बुद्ध के अवशेषों वाले शहर में एक शांति शिवालय बनाने का फैसला किया।इसका उद्घाटन वर्तमान दलाई लामा द्वारा किया गया था।",question: किस जापानी बौद्ध संगठन ने 2007 में नई दिल्ली में एक शांति शिवालय का निर्माण किया? answer: निप्पोंजान मायोओजी
"context: शहर ने 2010 के राष्ट्रमंडल खेलों की मेजबानी की और सालाना दिल्ली हाफ मैराथन फुट-रेस की मेजबानी की।शहर ने पहले 1951 एशियाई खेलों और 1982 के एशियाई खेलों की मेजबानी की है।नई दिल्ली 2019 एशियाई खेलों के लिए बोली लगाने में रुचि रखती थी, लेकिन 2010 के राष्ट्रमंडल खेलों में भ्रष्टाचार के आरोपों के बीच 2 अगस्त 2010 को सरकार द्वारा ठुकरा दिया गया था।",question: एशियाई खेल सबसे हाल ही में नई दिल्ली में किस वर्ष में आयोजित किए गए थे? answer: 1982
"context: खेल की एक उच्च-परिभाषा रीमास्टर, द लेजेंड ऑफ ज़ेल्डा: ट्वाइलाइट प्रिंसेस एचडी, टैंटालस मीडिया द्वारा Wii U के लिए विकसित की जा रही है। आधिकारिक तौर पर 12 नवंबर, 2015 को एक निनटेंडो प्रत्यक्ष प्रस्तुति के दौरान घोषित किया गया था, इसमें ग्राफिक्स और अमीबो कार्यक्षमता में वृद्धि हुई है।खेल 4 मार्च, 2016 को उत्तरी अमेरिका और यूरोप में जारी किया जाएगा;5 मार्च, 2016 को ऑस्ट्रेलिया में;और 10 मार्च 2016 को जापान में।","question: गोधूलि राजकुमारी एचडी के लिए योजनाओं का खुलासा कब किया गया था? answer: 12 नवंबर, 2015"
"context: कुरान की सामग्री ईश्वर के अस्तित्व और पुनरुत्थान सहित बुनियादी इस्लामी मान्यताओं से संबंधित है।शुरुआती पैगंबर, नैतिक और कानूनी विषयों के कथन, मुहम्मद के समय की ऐतिहासिक घटनाएं, दान और प्रार्थना भी कुरान में दिखाई देती हैं।कुरान की छंदों में सही और गलत और ऐतिहासिक घटनाओं के बारे में सामान्य उपदेश होते हैं, जो सामान्य नैतिक पाठों की रूपरेखा से संबंधित होते हैं।प्राकृतिक घटनाओं से संबंधित छंदों की व्याख्या मुसलमानों द्वारा कुरान संदेश की प्रामाणिकता के संकेत के रूप में की गई है।",question: इसकी नैतिक शिक्षाओं के समर्थन में कुरान में किस प्रकार की घटनाएं हैं? answer: ऐतिहासिक
"context: सुपर बाउल में अपने प्रदर्शन से एक दिन पहले 6 फरवरी, 2016 को, बेयोंसे ने ""फॉर्मेशन"" नामक संगीत स्ट्रीमिंग सेवा ज्वार पर विशेष रूप से एक नया एकल जारी किया।","question: बेयॉन्से ने विशेष रूप से अपना सिंगल, फॉर्मेशन कहां जारी किया? answer: ज्वार"
"context: भारत छोड़ दिया आंदोलन अगस्त 1942 में शुरू किया गया था। यह गांधी की अंतिम जन नागरिक अवज्ञा थी।नारा था ""डू या डाई।""अंग्रेजों ने शीर्ष नेताओं को तुरंत गिरफ्तार कर लिया।दमन के बावजूद, सहज विद्रोह राष्ट्रव्यापी हुआ।रेलवे, टेलीग्राफ और सरकारी कार्यालयों को लक्षित किया गया था।इसने लोगों को सब कुछ जोखिम में डालने की इच्छा दिखाई।आंदोलन ने स्वतंत्रता का मार्ग प्रशस्त किया।",question: किस वर्ष में भारत छोड़ दिया गया था? answer: 1942
"context: एक मानक बोली की तरह एक नॉन -स्ट्रैंडर्ड बोली में एक पूर्ण शब्दावली, व्याकरण और वाक्यविन्यास होता है, लेकिन आमतौर पर संस्थागत समर्थन का लाभार्थी नहीं होता है।एक गैर -मानक अंग्रेजी बोली के उदाहरण दक्षिणी अमेरिकी अंग्रेजी, पश्चिमी ऑस्ट्रेलियाई अंग्रेजी, SCOUSE और TYKE हैं।बोली परीक्षण को जोसेफ राइट द्वारा एक दूसरे के साथ विभिन्न अंग्रेजी बोलियों की तुलना करने के लिए डिजाइन किया गया था।",question: किस भाषा में एक बोली है? answer: अंग्रेज़ी
"context: न्यूयॉर्क शहर पूर्वोत्तर संयुक्त राज्य अमेरिका में स्थित है, दक्षिण -पूर्वी न्यूयॉर्क राज्य में, वाशिंगटन, डी.सी. और बोस्टन के बीच लगभग आधा।हडसन नदी के मुहाने पर स्थान, जो एक स्वाभाविक रूप से आश्रय बंदरगाह में और फिर अटलांटिक महासागर में खिलाता है, ने शहर को एक व्यापारिक बंदरगाह के रूप में महत्व में बढ़ने में मदद की है।न्यूयॉर्क शहर का अधिकांश हिस्सा लॉन्ग आइलैंड, मैनहट्टन और स्टेटन द्वीप के तीन द्वीपों पर बनाया गया है।",question: न्यूयॉर्क शहर किस महासागर से सटे हैं? answer: अटलांटिक
"context: इसी तरह के भाग्य ने करोनियन को करोनियन लैगून के आसपास के क्षेत्र में रहते थे।जबकि कई लोग पूर्वी प्रशिया की निकासी के दौरान लाल सेना से भाग गए थे, बाद में बने रहने वाले करोनियन को बाद में सोवियत संघ द्वारा निष्कासित कर दिया गया था।केवल 219 1955 में क्यूरोनियन थूक के साथ रहते थे। कई में जर्मन नाम जैसे फ्रिट्ज या हंस, जर्मन विरोधी भेदभाव का कारण था।सोवियत अधिकारियों ने करोनियन फासीवादियों को माना।इस भेदभाव के कारण, कई लोग 1958 में पश्चिम जर्मनी में आ गए, जहां अधिकांश करोनियन अब रहते हैं।",question: 1958 में अधिकांश करोनियन कहाँ भाग गए थे? answer: वेस्ट जर्मनी
"context: एक इंटरनेट सेवा प्रदाता (ISP) एक ऐसा संगठन है जो इंटरनेट तक पहुंचने, उपयोग करने, उपयोग करने के लिए सेवाएं प्रदान करता है।इंटरनेट सेवा प्रदाताओं को विभिन्न रूपों में आयोजित किया जा सकता है, जैसे कि वाणिज्यिक, समुदाय के स्वामित्व वाले, गैर-लाभकारी या अन्यथा निजी स्वामित्व।",question: ISP किस लिए खड़ा है? answer: अंतराजाल सेवा प्रदाता
context: पनीपत की पहली लड़ाई 1526 में हुई थी। यह बाबर और इब्राहिम लोदी के बीच लड़ी गई थी।बाबर की सेना ने उसे एक निर्णायक लाभ प्रदान करते हुए तोपों का इस्तेमाल किया।इब्राहिम लोदी को हराकर मार दिया गया।इस लड़ाई ने भारत में मुगल साम्राज्य की शुरुआत को चिह्नित किया।इसने उत्तरी भारत के राजनीतिक परिदृश्य को बदल दिया।बाबर ने दिल्ली से अपना शासन स्थापित किया।,question: 1526 में इब्राहिम लोदी को किसने हराया? answer: बाबुर
"context: पोलैंड के राज्य में और बाद में पोलिश-लिथुआनियाई राष्ट्रमंडल में, एननोबलमेंट (नोबिलिटाक्जा) को एक व्यक्ति के रूप में एक कानूनी स्थिति के साथ एक स्ज़लाच्टा (पोलिश बड़प्पन के सदस्य) के रूप में समान किया जा सकता है।प्रारंभ में, यह विशेषाधिकार सम्राट द्वारा प्रदान किया जा सकता है, लेकिन 1641 के बाद से, यह अधिकार SEJM के लिए आरक्षित था।सबसे अधिक बार व्यक्ति को एक मौजूदा नोबल स्ज़लाच्टा कबीले में शामिल किया जाएगा और उस कबीले के हथियारों के अपरिचित कोट को मान लिया जाएगा।",question: 1641 के बाद किसे ennoblement का विशेषाधिकार दिया गया था? answer: सेजम
"context: 30 दिसंबर, 1922 को, सोवियत संघ के निर्माण के साथ, रूस सोवियत समाजवादी गणराज्यों के संघ के महासंघ के भीतर छह गणराज्यों में से एक बन गया।रिपब्लिक के लिए अंतिम सोवियत नाम, रूसी सोवियत फेडरेटिव सोशलिस्ट रिपब्लिक, को 1936 के सोवियत संविधान में अपनाया गया था। उस समय तक, सोवियत रूस ने 1700 के महान उत्तरी युद्ध से पहले रूस के पुराने tsardom की समान सीमाओं को प्राप्त कर लिया था।",question: ग्रेट उत्तरी युद्ध किस वर्ष में लड़ा गया था? answer: 1700
context: संयुक्त राज्य अमेरिका के साथ मुफ्त एसोसिएशन का कॉम्पैक्ट मार्शल द्वीप समूह के अंतर्राष्ट्रीय रक्षा के लिए अमेरिकी एकमात्र जिम्मेदारी देता है।यह द्वीपवासियों को संयुक्त राज्य अमेरिका में रहने और काम करने की अनुमति देता है और आर्थिक और तकनीकी सहायता कार्यक्रम स्थापित करता है।,"question: आर्थिक सहायता के साथ, फ्री एसोसिएशन का कॉम्पैक्ट क्या सहायता प्रदान करता है? answer: तकनीकी सहायता"
"context: संयुक्त राज्य अमेरिका ने पनामा में मैनुअल नोरिएगा की सरकार पर ""नार्कोकेलप्टोक्रेसी"" होने का आरोप लगाया, जो अवैध ड्रग व्यापार पर एक भ्रष्ट सरकार है।बाद में अमेरिका ने पनामा पर आक्रमण किया और नोरीगा पर कब्जा कर लिया।",question: एक नार्को क्लेप्टोक्रैसी क्या है? answer: अवैध नशीली दवाओं के व्यापार पर प्रवीणता
context: 1739 में नादिर शाह द्वारा आक्रमण साम्राज्य के लिए एक बड़ा झटका था।उन्होंने आसानी से भारत में प्रवेश किया और कर्नल में मुगल सेना को हराया।दिल्ली को लूट लिया गया और हजारों लोगों का नरसंहार किया गया।मोर सिंहासन और अपार धन फारस में ले जाया गया।मनोवैज्ञानिक झटका अपार था।मुगल प्रतिष्ठा ढह गई।क्षेत्रीय शक्तियों को अब शाही प्रतिशोध की आशंका नहीं थी।ब्रिटिश और मराठा एडवांस जल्द ही शुरू हुए।राजधानी के विनाश ने बिना किसी वापसी के एक बिंदु को चिह्नित किया।,question: 1739 में किस आक्रमणकार ने दिल्ली को लूट लिया? answer: नादिर शाह
"context: 14 वीं शताब्दी के इंग्लैंड में, हाउंड (पुरानी अंग्रेजी: हंड से) सभी घरेलू कैनाइन के लिए सामान्य शब्द था, और कुत्ते ने मास्टिफ सहित एक समूह, हाउंड के एक उपप्रकार को संदर्भित किया।यह माना जाता है कि यह ""कुत्ता"" प्रकार इतना सामान्य था, यह अंततः ""हाउंड"" श्रेणी का प्रोटोटाइप बन गया।16 वीं शताब्दी तक, कुत्ता सामान्य शब्द बन गया था, और हाउंड ने केवल शिकार के लिए उपयोग किए जाने वाले प्रकारों को संदर्भित करना शुरू कर दिया था।शब्द ""हाउंड"" अंततः प्रोटो-इंडो-यूरोपियन शब्द *क्वोन- ""डॉग"" से लिया गया है।","question: किस सदी में ""हाउंड"" केवल शिकार कुत्तों पर लागू होने लगे? answer: 16 वीं"
"context: वायु मंत्रालय का रवैया प्रथम विश्व युद्ध के अनुभवों के विपरीत था जब कुछ जर्मन बमवर्षकों ने अपनी संख्या के सभी अनुपात से शारीरिक और मनोवैज्ञानिक क्षति का कारण बना।लगभग 280 छोटे टन (250 टी) (9,000 बम) को गिरा दिया गया था, जिसमें 1,413 लोग मारे गए और 3,500 और घायल हो गए।35 वर्ष या उससे अधिक आयु के अधिकांश लोगों ने खतरे को याद किया और बम विस्फोटों को महान तंग के साथ बधाई दी।1916-1918 से, जर्मन छापे कम हो गए थे, जो कि रात के हवाई छापे के खिलाफ रक्षा का प्रदर्शन करते थे, जो संभव था।",question: 1916-1918 के बीच जर्मन छापे क्यों कम हुए? answer: countermeasures
"context: मार्शल द्वीप समूह को 9 अगस्त, 1991 को सुरक्षा परिषद की सिफारिश के आधार पर संयुक्त राष्ट्र में भर्ती कराया गया था, संकल्प 704 में और 17 सितंबर, 1991 को संकल्प 46/3 में महासभा की मंजूरी की मंजूरी थी।संयुक्त राष्ट्र के भीतर अंतर्राष्ट्रीय राजनीति में, मार्शल द्वीप समूह ने अक्सर आम सभा प्रस्तावों के संबंध में संयुक्त राज्य अमेरिका के साथ लगातार मतदान किया है।","question: संयुक्त राष्ट्र महासभा ने संयुक्त राष्ट्र में शामिल होने वाले मार्शल द्वीपों को कब मंजूरी दी? answer: 17 सितंबर, 1991"
"context: अमेरिकी उपनिवेशों और संयुक्त राज्य अमेरिका के इतिहास में विभिन्न तरीकों का उपयोग किया गया है लेकिन वर्तमान में केवल पांच तरीकों का उपयोग किया जाता है।ऐतिहासिक रूप से, जलन, कुचलना, पहिया पर टूटना, और ब्लडगोनिंग का उपयोग कम संख्या में निष्पादन के लिए किया गया था, जबकि फांसी सबसे आम विधि थी।दांव पर जलाया गया आखिरी व्यक्ति अगस्त 1825 में दक्षिण कैरोलिना में एक काला दास था। 4 अप्रैल, 1913 को वेस्ट वर्जीनिया में जॉन मार्शल नामक एक हत्यारा था।",question: संयुक्त राज्य अमेरिका में जंजीरों में लटकाए गए आखिरी व्यक्ति को कौन था? answer: जॉन मार्शल
"context: जब एक लोड के साथ उपयोग किया जाता है जिसमें एक टोक़ वक्र होता है जो गति के साथ बढ़ता है, तो मोटर उस गति से काम करेगी जहां मोटर द्वारा विकसित टोक़ लोड टोक़ के बराबर होता है।लोड को कम करने से मोटर को गति मिलेगी, और लोड को बढ़ाने से मोटर को तब तक धीमा हो जाएगा जब तक कि लोड और मोटर टोक़ के बराबर न हो जाए।इस तरीके से संचालित, पर्ची के नुकसान को द्वितीयक प्रतिरोधों में विघटित किया जाता है और बहुत महत्वपूर्ण हो सकता है।गति विनियमन और शुद्ध दक्षता भी बहुत खराब है।",question: यदि लोड कम हो जाता है तो मोटर क्या करेगा? answer: गति बढ़ाना
"context: ग्रीक कानन / प्राचीन ग्रीक: κανών, अरबी Qanun / نانون, हिब्रू केनेह / קנ קנ, ""स्ट्रेट"";एक नियम, कोड, मानक, या माप;इन सभी भाषाओं में मूल अर्थ ""रीड"" है (cf. अंग्रेजी शब्द ""केन"" के रोमांस-भाषा पूर्वजों))।",question: अरबी शब्द का अर्थ क्या है? answer: क़ानुन
"context: एंथ्रोजोलॉजी (जिसे ""मानव -पशु अध्ययन"" के रूप में भी जाना जाता है) जीवित चीजों के बीच बातचीत का अध्ययन है।यह एक बोझिल अंतःविषय क्षेत्र है जो मानव विज्ञान, नैतिकता, चिकित्सा, मनोविज्ञान, पशु चिकित्सा और प्राणीशास्त्र सहित कई अन्य विषयों के साथ ओवरलैप करता है।एंथ्रोजोलॉजिकल अनुसंधान का एक प्रमुख फोकस किसी भी पक्ष पर मानव-पशु संबंधों के सकारात्मक प्रभावों की मात्रा और उनकी बातचीत के अध्ययन की मात्रा है।इसमें नृविज्ञान, समाजशास्त्र, जीव विज्ञान और दर्शन सहित विभिन्न क्षेत्रों के विद्वान शामिल हैं।",question: एंथ्रोजोलॉजी अनुसंधान का एक प्रमुख फोकस किस प्रकार के प्रभाव हैं? answer: सकारात्मक
"context: झांसी के रानी लक्ष्मीबाई 1857 के विद्रोह में एक प्रमुख नेता थे। उन्होंने चूक के सिद्धांत के तहत झांसी के ब्रिटिश एनेक्सेशन का विरोध किया।एक कुशल योद्धा, उसने ब्रिटिश सेना के खिलाफ लड़ाई में अपने सैनिकों का नेतृत्व किया।उसे अपनी बहादुरी और देशभक्ति के लिए याद किया जाता है।उनकी प्रसिद्ध बोली थी, ""मैं अपने झांसी को आत्मसमर्पण नहीं करूंगा।""1858 में ग्वालियर में लड़ते हुए वह मर गईं। रानी लक्ष्मीबाई प्रतिरोध का प्रतीक बन गई।उसकी विरासत पूरे भारत में सम्मानित है।",question: रानी लक्ष्मीबाई ने किस शहर का बचाव किया? answer: झांसी
"context: नई दिल्ली कई ऐतिहासिक स्थलों और संग्रहालयों का घर है।राष्ट्रीय संग्रहालय जो 1947-48 की सर्दियों में लंदन में रॉयल अकादमी में भारतीय कला और कलाकृतियों की प्रदर्शनी के साथ शुरू हुआ था, बाद में अंत में 1949 में राष्ट्रपति भवन में दिखाया गया था। बाद में यह एक स्थायी राष्ट्रीय संग्रहालय बनाने के लिए था।15 अगस्त 1949 को, राष्ट्रीय संग्रहालय का औपचारिक रूप से उद्घाटन किया गया था और वर्तमान में कला के 200,000 कार्य हैं, दोनों भारतीय और विदेशी मूल, जो 5,000 से अधिक वर्षों से अधिक हैं।",question: राष्ट्रीय संग्रहालय ने औपचारिक रूप से किस तारीख का उद्घाटन किया था? answer: 15-अगस्त -49
"context: कला की खातिर कला के लिए (वास्तुशिल्प) औपचारिकता के अर्थ को प्रतिबंधित करने के लिए न केवल प्रतिक्रियावादी है;यह पूर्णता या मौलिकता के लिए एक उद्देश्यपूर्ण खोज भी हो सकती है जो एक मात्र साधन में रूप में गिरती है ""।",question: इस खोज से गुणवत्ता में क्या समाप्त हो रहा है? answer: रूप
"context: उत्तरी अमेरिका में सात साल के युद्ध का इतिहास, विशेष रूप से एकेडियन का निष्कासन, क्यूबेक की घेराबंदी, वोल्फ की मौत, और फोर्ट विलियम हेनरी की लड़ाई ने एक विशाल संख्या में गाथागीत, ब्रॉडसाइड, चित्र और उपन्यास (लॉन्गफेलो के इवेंजलाइन, बेंजामिन वेस्ट की मौत, जेम्स फेनिमोर की मौत,इस घटना ने 1759 में वोल्फ की मृत्यु के बाद लंबे समय तक ब्रिटिश और उत्तरी अमेरिकी जनता की कल्पना को कैसे रखा।",question: सात साल के युद्ध की घटनाओं में रुचि की ओर क्या इशारा करते हैं? answer: नक्शे और अन्य मुद्रित सामग्री
